Date,Confirmed,,,,,,,,,,,,,,,,,,2/15/2020,2/16/2020,2/17/2020
6/8/2020,8187,,,,,,,,,,,,,,,,,,,,
6/8/2020,9189,,,,,,,,,,,,,,,,,,,,
6/9/2020,33,,,,,,,,,,,,,,,,,,,,
6/9/2020,4851,,,,,,,,,,,,,,,,,,,,
6/9/2020,51,,,,,,,,,,,,,,,,,,,,
6/9/2020,2776,,,,,,,,,,,,,,,,,,,,
6/9/2020,5202,,,,,,,,,,,,,,,,,,,,
6/9/2020,317,,,,,,,,,,,,,,,,,,,,
6/9/2020,1160,,,,,,,,,,,,,,,,,,,,
6/9/2020,22,,,,,,,,,,,,,,,,,,,,
6/9/2020,29943,,,,,,,,,,,,,,,,,,,,
6/9/2020,330,,,,,,,,,,,,,,,,,,,,
6/9/2020,20545,,,,,,,,,,,,,,,,,,,,
6/9/2020,4854,,,,,,,,,,,,,,,,,,,,
6/9/2020,421,,,,,,,,,,,,,,,,,,,,
6/9/2020,4285,,,,,,,,,,,,,,,,,,,,
6/9/2020,1256,,,,,,,,,,,,,,,,,,,,
6/9/2020,5760,,,,,,,,,,,,,,,,,,,,
6/9/2020,2005,,,,,,,,,,,,,,,,,,,,
6/9/2020,103,,,,,,,,,,,,,,,,,,,,
6/9/2020,9638,,,,,,,,,,,,,,,,,,,,
6/9/2020,88528,,,,,,,,,,,,,,,,,,,,
6/9/2020,272,,,,,,,,,,,,,,,,,,,,
6/9/2020,36,,,,,,,,,,,,,,,,,,,,
6/9/2020,42,,,,,,,,,,,,,,,,,,,,
6/9/2020,123,,,,,,,,,,,,,,,,,,,,
6/9/2020,2994,,,,,,,,,,,,,,,,,,,,
6/9/2020,127,,,,,,,,,,,,,,,,,,,,
6/9/2020,2663,,,,,,,,,,,,,,,,,,,,
6/9/2020,10763,,,,,,,,,,,,,,,,,,,,
6/9/2020,7,,,,,,,,,,,,,,,,,,,,
6/9/2020,33229,,,,,,,,,,,,,,,,,,,,
6/9/2020,3650,,,,,,,,,,,,,,,,,,,,
6/9/2020,838,,,,,,,,,,,,,,,,,,,,
6/9/2020,1411,,,,,,,,,,,,,,,,,,,,
6/9/2020,10947,,,,,,,,,,,,,,,,,,,,
6/9/2020,8613,,,,,,,,,,,,,,,,,,,,
6/9/2020,8803,,,,,,,,,,,,,,,,,,,,
6/10/2020,33,,,,,,,,,,,,,,,,,,,,
6/10/2020,5070,,,,,,,,,,,,,,,,,,,,
6/10/2020,57,,,,,,,,,,,,,,,,,,,,
6/10/2020,2937,,,,,,,,,,,,,,,,,,,,
6/10/2020,5459,,,,,,,,,,,,,,,,,,,,
6/10/2020,323,,,,,,,,,,,,,,,,,,,,
6/10/2020,1240,,,,,,,,,,,,,,,,,,,,
6/10/2020,22,,,,,,,,,,,,,,,,,,,,
6/10/2020,31309,,,,,,,,,,,,,,,,,,,,
6/10/2020,359,,,,,,,,,,,,,,,,,,,,
6/10/2020,21014,,,,,,,,,,,,,,,,,,,,
6/10/2020,5209,,,,,,,,,,,,,,,,,,,,
6/10/2020,445,,,,,,,,,,,,,,,,,,,,
6/10/2020,4346,,,,,,,,,,,,,,,,,,,,
6/10/2020,1411,,,,,,,,,,,,,,,,,,,,
6/10/2020,5921,,,,,,,,,,,,,,,,,,,,
6/10/2020,2096,,,,,,,,,,,,,,,,,,,,
6/10/2020,108,,,,,,,,,,,,,,,,,,,,
6/10/2020,9849,,,,,,,,,,,,,,,,,,,,
6/10/2020,90787,,,,,,,,,,,,,,,,,,,,
6/10/2020,304,,,,,,,,,,,,,,,,,,,,
6/10/2020,43,,,,,,,,,,,,,,,,,,,,
6/10/2020,88,,,,,,,,,,,,,,,,,,,,
6/10/2020,127,,,,,,,,,,,,,,,,,,,,
6/10/2020,3140,,,,,,,,,,,,,,,,,,,,
6/10/2020,127,,,,,,,,,,,,,,,,,,,,
6/10/2020,2719,,,,,,,,,,,,,,,,,,,,
6/10/2020,11245,,,,,,,,,,,,,,,,,,,,
6/10/2020,13,,,,,,,,,,,,,,,,,,,,
6/10/2020,34914,,,,,,,,,,,,,,,,,,,,
6/10/2020,3920,,,,,,,,,,,,,,,,,,,,
6/10/2020,864,,,,,,,,,,,,,,,,,,,,
6/10/2020,1537,,,,,,,,,,,,,,,,,,,,
6/10/2020,11335,,,,,,,,,,,,,,,,,,,,
6/10/2020,8985,,,,,,,,,,,,,,,,,,,,
6/10/2020,9227,,,,,,,,,,,,,,,,,,,,
6/11/2020,34,,,,,,,,,,,,,,,,,,,,
6/11/2020,5269,,,,,,,,,,,,,,,,,,,,
6/11/2020,57,,,,,,,,,,,,,,,,,,,,
6/11/2020,3092,,,,,,,,,,,,,,,,,,,,
6/11/2020,5710,,,,,,,,,,,,,,,,,,,,
6/11/2020,327,,,,,,,,,,,,,,,,,,,,
6/11/2020,1262,,,,,,,,,,,,,,,,,,,,
6/11/2020,26,,,,,,,,,,,,,,,,,,,,
6/11/2020,2,,,,,,,,,,,,,,,,,,,,
6/11/2020,32810,,,,,,,,,,,,,,,,,,,,
6/11/2020,387,,,,,,,,,,,,,,,,,,,,
6/11/2020,21521,,,,,,,,,,,,,,,,,,,,
6/11/2020,5579,,,,,,,,,,,,,,,,,,,,
6/11/2020,451,,,,,,,,,,,,,,,,,,,,
6/11/2020,4507,,,,,,,,,,,,,,,,,,,,
6/11/2020,1489,,,,,,,,,,,,,,,,,,,,
6/11/2020,6041,,,,,,,,,,,,,,,,,,,,
6/11/2020,2161,,,,,,,,,,,,,,,,,,,,
6/11/2020,115,,,,,,,,,,,,,,,,,,,,
6/11/2020,10049,,,,,,,,,,,,,,,,,,,,
6/11/2020,94041,,,,,,,,,,,,,,,,,,,,
6/11/2020,311,,,,,,,,,,,,,,,,,,,,
6/11/2020,44,,,,,,,,,,,,,,,,,,,,
6/11/2020,93,,,,,,,,,,,,,,,,,,,,
6/11/2020,128,,,,,,,,,,,,,,,,,,,,
6/11/2020,3250,,,,,,,,,,,,,,,,,,,,
6/11/2020,127,,,,,,,,,,,,,,,,,,,,
6/11/2020,2805,,,,,,,,,,,,,,,,,,,,
6/11/2020,11600,,,,,,,,,,,,,,,,,,,,
6/11/2020,13,,,,,,,,,,,,,,,,,,,,
6/11/2020,36841,,,,,,,,,,,,,,,,,,,,
6/11/2020,4111,,,,,,,,,,,,,,,,,,,,
6/11/2020,895,,,,,,,,,,,,,,,,,,,,
6/11/2020,1562,,,,,,,,,,,,,,,,,,,,
6/11/2020,11610,,,,,,,,,,,,,,,,,,,,
6/11/2020,9328,,,,,,,,,,,,,,,,,,,,
6/11/2020,8931,,,,,,,,,,,,,,,,,,,,
6/12/2020,38,,,,,,,,,,,,,,,,,,,,
6/12/2020,5429,,,,,,,,,,,,,,,,,,,,
6/12/2020,61,,,,,,,,,,,,,,,,,,,,
6/12/2020,3319,,,,,,,,,,,,,,,,,,,,
6/12/2020,5983,,,,,,,,,,,,,,,,,,,,
6/12/2020,332,,,,,,,,,,,,,,,,,,,,
6/12/2020,1398,,,,,,,,,,,,,,,,,,,,
6/12/2020,30,,,,,,,,,,,,,,,,,,,,
6/12/2020,34687,,,,,,,,,,,,,,,,,,,,
6/12/2020,417,,,,,,,,,,,,,,,,,,,,
6/12/2020,22032,,,,,,,,,,,,,,,,,,,,
6/12/2020,5968,,,,,,,,,,,,,,,,,,,,
6/12/2020,470,,,,,,,,,,,,,,,,,,,,
6/12/2020,4574,,,,,,,,,,,,,,,,,,,,
6/12/2020,1599,,,,,,,,,,,,,,,,,,,,
6/12/2020,6245,,,,,,,,,,,,,,,,,,,,
6/12/2020,2244,,,,,,,,,,,,,,,,,,,,
6/12/2020,135,,,,,,,,,,,,,,,,,,,,
6/12/2020,10241,,,,,,,,,,,,,,,,,,,,
6/12/2020,97648,,,,,,,,,,,,,,,,,,,,
6/12/2020,366,,,,,,,,,,,,,,,,,,,,
6/12/2020,44,,,,,,,,,,,,,,,,,,,,
6/12/2020,102,,,,,,,,,,,,,,,,,,,,
6/12/2020,128,,,,,,,,,,,,,,,,,,,,
6/12/2020,3386,,,,,,,,,,,,,,,,,,,,
6/12/2020,157,,,,,,,,,,,,,,,,,,,,
6/12/2020,2887,,,,,,,,,,,,,,,,,,,,
6/12/2020,11838,,,,,,,,,,,,,,,,,,,,
6/12/2020,14,,,,,,,,,,,,,,,,,,,,
6/12/2020,38716,,,,,,,,,,,,,,,,,,,,
6/12/2020,4320,,,,,,,,,,,,,,,,,,,,
6/12/2020,913,,,,,,,,,,,,,,,,,,,,
6/12/2020,1643,,,,,,,,,,,,,,,,,,,,
6/12/2020,12088,,,,,,,,,,,,,,,,,,,,
6/12/2020,9768,,,,,,,,,,,,,,,,,,,,
6/12/2020,8315,,,,,,,,,,,,,,,,,,,,
6/13/2020,38,,,,,,,,,,,,,,,,,,,,
6/13/2020,5680,,,,,,,,,,,,,,,,,,,,
6/13/2020,67,,,,,,,,,,,,,,,,,,,,
6/13/2020,3498,,,,,,,,,,,,,,,,,,,,
6/13/2020,6103,,,,,,,,,,,,,,,,,,,,
6/13/2020,334,,,,,,,,,,,,,,,,,,,,
6/13/2020,1429,,,,,,,,,,,,,,,,,,,,
6/13/2020,30,,,,,,,,,,,,,,,,,,,,
6/13/2020,36824,,,,,,,,,,,,,,,,,,,,
6/13/2020,463,,,,,,,,,,,,,,,,,,,,
6/13/2020,22527,,,,,,,,,,,,,,,,,,,,
6/13/2020,6334,,,,,,,,,,,,,,,,,,,,
6/13/2020,486,,,,,,,,,,,,,,,,,,,,
6/13/2020,4730,,,,,,,,,,,,,,,,,,,,
6/13/2020,1617,,,,,,,,,,,,,,,,,,,,
6/13/2020,6516,,,,,,,,,,,,,,,,,,,,
6/13/2020,2322,,,,,,,,,,,,,,,,,,,,
6/13/2020,239,,,,,,,,,,,,,,,,,,,,
6/13/2020,10443,,,,,,,,,,,,,,,,,,,,
6/13/2020,101141,,,,,,,,,,,,,,,,,,,,
6/13/2020,385,,,,,,,,,,,,,,,,,,,,
6/13/2020,44,,,,,,,,,,,,,,,,,,,,
6/13/2020,104,,,,,,,,,,,,,,,,,,,,
6/13/2020,156,,,,,,,,,,,,,,,,,,,,
6/13/2020,3498,,,,,,,,,,,,,,,,,,,,
6/13/2020,157,,,,,,,,,,,,,,,,,,,,
6/13/2020,2986,,,,,,,,,,,,,,,,,,,,
6/13/2020,12068,,,,,,,,,,,,,,,,,,,,
6/13/2020,63,,,,,,,,,,,,,,,,,,,,
6/13/2020,40698,,,,,,,,,,,,,,,,,,,,
6/13/2020,4484,,,,,,,,,,,,,,,,,,,,
6/13/2020,961,,,,,,,,,,,,,,,,,,,,
6/13/2020,1724,,,,,,,,,,,,,,,,,,,,
6/13/2020,12616,,,,,,,,,,,,,,,,,,,,
6/13/2020,10244,,,,,,,,,,,,,,,,,,,,
6/13/2020,7984,,,,,,,,,,,,,,,,,,,,
6/14/2020,38,,,,,,,,,,,,,,,,,,,,
6/14/2020,5965,,,,,,,,,,,,,,,,,,,,
6/14/2020,87,,,,,,,,,,,,,,,,,,,,
6/14/2020,3718,,,,,,,,,,,,,,,,,,,,
6/14/2020,6290,,,,,,,,,,,,,,,,,,,,
6/14/2020,345,,,,,,,,,,,,,,,,,,,,
6/14/2020,1512,,,,,,,,,,,,,,,,,,,,
6/14/2020,35,,,,,,,,,,,,,,,,,,,,
6/14/2020,38958,,,,,,,,,,,,,,,,,,,,
6/14/2020,523,,,,,,,,,,,,,,,,,,,,
6/14/2020,23038,,,,,,,,,,,,,,,,,,,,
6/14/2020,6749,,,,,,,,,,,,,,,,,,,,
6/14/2020,502,,,,,,,,,,,,,,,,,,,,
6/14/2020,4878,,,,,,,,,,,,,,,,,,,,
6/14/2020,1711,,,,,,,,,,,,,,,,,,,,
6/14/2020,6824,,,,,,,,,,,,,,,,,,,,
6/14/2020,2407,,,,,,,,,,,,,,,,,,,,
6/14/2020,437,,,,,,,,,,,,,,,,,,,,
6/14/2020,10641,,,,,,,,,,,,,,,,,,,,
6/14/2020,104568,,,,,,,,,,,,,,,,,,,,
6/14/2020,449,,,,,,,,,,,,,,,,,,,,
6/14/2020,44,,,,,,,,,,,,,,,,,,,,
6/14/2020,107,,,,,,,,,,,,,,,,,,,,
6/14/2020,163,,,,,,,,,,,,,,,,,,,,
6/14/2020,3723,,,,,,,,,,,,,,,,,,,,
6/14/2020,176,,,,,,,,,,,,,,,,,,,,
6/14/2020,3063,,,,,,,,,,,,,,,,,,,,
6/14/2020,12401,,,,,,,,,,,,,,,,,,,,
6/14/2020,63,,,,,,,,,,,,,,,,,,,,
6/14/2020,42687,,,,,,,,,,,,,,,,,,,,
6/14/2020,4737,,,,,,,,,,,,,,,,,,,,
6/14/2020,1046,,,,,,,,,,,,,,,,,,,,
6/14/2020,1785,,,,,,,,,,,,,,,,,,,,
6/14/2020,13118,,,,,,,,,,,,,,,,,,,,
6/14/2020,10698,,,,,,,,,,,,,,,,,,,,
6/14/2020,7436,,,,,,,,,,,,,,,,,,,,
6/15/2020,38,,,,,,,,,,,,,,,,,,,,
6/15/2020,6163,,,,,,,,,,,,,,,,,,,,
6/15/2020,91,,,,,,,,,,,,,,,,,,,,
6/15/2020,4049,,,,,,,,,,,,,,,,,,,,
6/15/2020,6470,,,,,,,,,,,,,,,,,,,,
6/15/2020,352,,,,,,,,,,,,,,,,,,,,
6/15/2020,1662,,,,,,,,,,,,,,,,,,,,
6/15/2020,36,,,,,,,,,,,,,,,,,,,,
6/15/2020,41182,,,,,,,,,,,,,,,,,,,,
6/15/2020,564,,,,,,,,,,,,,,,,,,,,
6/15/2020,23544,,,,,,,,,,,,,,,,,,,,
6/15/2020,7208,,,,,,,,,,,,,,,,,,,,
6/15/2020,518,,,,,,,,,,,,,,,,,,,,
6/15/2020,5041,,,,,,,,,,,,,,,,,,,,
6/15/2020,1745,,,,,,,,,,,,,,,,,,,,
6/15/2020,7000,,,,,,,,,,,,,,,,,,,,
6/15/2020,2461,,,,,,,,,,,,,,,,,,,,
6/15/2020,549,,,,,,,,,,,,,,,,,,,,
6/15/2020,10802,,,,,,,,,,,,,,,,,,,,
6/15/2020,107958,,,,,,,,,,,,,,,,,,,,
6/15/2020,458,,,,,,,,,,,,,,,,,,,,
6/15/2020,44,,,,,,,,,,,,,,,,,,,,
6/15/2020,112,,,,,,,,,,,,,,,,,,,,
6/15/2020,168,,,,,,,,,,,,,,,,,,,,
6/15/2020,3909,,,,,,,,,,,,,,,,,,,,
6/15/2020,194,,,,,,,,,,,,,,,,,,,,
6/15/2020,3140,,,,,,,,,,,,,,,,,,,,
6/15/2020,12694,,,,,,,,,,,,,,,,,,,,
6/15/2020,68,,,,,,,,,,,,,,,,,,,,
6/15/2020,44661,,,,,,,,,,,,,,,,,,,,
6/15/2020,4974,,,,,,,,,,,,,,,,,,,,
6/15/2020,1076,,,,,,,,,,,,,,,,,,,,
6/15/2020,1819,,,,,,,,,,,,,,,,,,,,
6/15/2020,13615,,,,,,,,,,,,,,,,,,,,
6/15/2020,11087,,,,,,,,,,,,,,,,,,,,
6/15/2020,6972,,,,,,,,,,,,,,,,,,,,
6/16/2020,41,,,,,,,,,,,,,,,,,,,,
6/16/2020,6456,,,,,,,,,,,,,,,,,,,,
6/16/2020,91,,,,,,,,,,,,,,,,,,,,
6/16/2020,4158,,,,,,,,,,,,,,,,,,,,
6/16/2020,6650,,,,,,,,,,,,,,,,,,,,
6/16/2020,354,,,,,,,,,,,,,,,,,,,,
6/16/2020,1756,,,,,,,,,,,,,,,,,,,,
6/16/2020,36,,,,,,,,,,,,,,,,,,,,
6/16/2020,42829,,,,,,,,,,,,,,,,,,,,
6/16/2020,592,,,,,,,,,,,,,,,,,,,,
6/16/2020,24055,,,,,,,,,,,,,,,,,,,,
6/16/2020,7722,,,,,,,,,,,,,,,,,,,,
6/16/2020,556,,,,,,,,,,,,,,,,,,,,
6/16/2020,5220,,,,,,,,,,,,,,,,,,,,
6/16/2020,1763,,,,,,,,,,,,,,,,,,,,
6/16/2020,7213,,,,,,,,,,,,,,,,,,,,
6/16/2020,2543,,,,,,,,,,,,,,,,,,,,
6/16/2020,555,,,,,,,,,,,,,,,,,,,,
6/16/2020,10935,,,,,,,,,,,,,,,,,,,,
6/16/2020,110744,,,,,,,,,,,,,,,,,,,,
6/16/2020,490,,,,,,,,,,,,,,,,,,,,
6/16/2020,44,,,,,,,,,,,,,,,,,,,,
6/16/2020,117,,,,,,,,,,,,,,,,,,,,
6/16/2020,177,,,,,,,,,,,,,,,,,,,,
6/16/2020,4055,,,,,,,,,,,,,,,,,,,,
6/16/2020,202,,,,,,,,,,,,,,,,,,,,
6/16/2020,3267,,,,,,,,,,,,,,,,,,,,
6/16/2020,12981,,,,,,,,,,,,,,,,,,,,
6/16/2020,68,,,,,,,,,,,,,,,,,,,,
6/16/2020,46504,,,,,,,,,,,,,,,,,,,,
6/16/2020,5193,,,,,,,,,,,,,,,,,,,,
6/16/2020,1086,,,,,,,,,,,,,,,,,,,,
6/16/2020,1845,,,,,,,,,,,,,,,,,,,,
6/16/2020,13615,,,,,,,,,,,,,,,,,,,,
6/16/2020,11494,,,,,,,,,,,,,,,,,,,,
6/16/2020,7684,,,,,,,,,,,,,,,,,,,,
6/17/2020,44,,,,,,,,,,,,,,,,,,,,
6/17/2020,6841,,,,,,,,,,,,,,,,,,,,
6/17/2020,95,,,,,,,,,,,,,,,,,,,,
6/17/2020,4319,,,,,,,,,,,,,,,,,,,,
6/17/2020,6778,,,,,,,,,,,,,,,,,,,,
6/17/2020,358,,,,,,,,,,,,,,,,,,,,
6/17/2020,1781,,,,,,,,,,,,,,,,,,,,
6/17/2020,45,,,,,,,,,,,,,,,,,,,,
6/17/2020,44688,,,,,,,,,,,,,,,,,,,,
6/17/2020,629,,,,,,,,,,,,,,,,,,,,
6/17/2020,24577,,,,,,,,,,,,,,,,,,,,
6/17/2020,8272,,,,,,,,,,,,,,,,,,,,
6/17/2020,560,,,,,,,,,,,,,,,,,,,,
6/17/2020,5298,,,,,,,,,,,,,,,,,,,,
6/17/2020,1839,,,,,,,,,,,,,,,,,,,,
6/17/2020,7530,,,,,,,,,,,,,,,,,,,,
6/17/2020,2622,,,,,,,,,,,,,,,,,,,,
6/17/2020,649,,,,,,,,,,,,,,,,,,,,
6/17/2020,11083,,,,,,,,,,,,,,,,,,,,
6/17/2020,113445,,,,,,,,,,,,,,,,,,,,
6/17/2020,500,,,,,,,,,,,,,,,,,,,,
6/17/2020,44,,,,,,,,,,,,,,,,,,,,
6/17/2020,121,,,,,,,,,,,,,,,,,,,,
6/17/2020,179,,,,,,,,,,,,,,,,,,,,
6/17/2020,4163,,,,,,,,,,,,,,,,,,,,
6/17/2020,216,,,,,,,,,,,,,,,,,,,,
6/17/2020,3371,,,,,,,,,,,,,,,,,,,,
6/17/2020,13216,,,,,,,,,,,,,,,,,,,,
6/17/2020,70,,,,,,,,,,,,,,,,,,,,
6/17/2020,48019,,,,,,,,,,,,,,,,,,,,
6/17/2020,5406,,,,,,,,,,,,,,,,,,,,
6/17/2020,1092,,,,,,,,,,,,,,,,,,,,
6/17/2020,1942,,,,,,,,,,,,,,,,,,,,
6/17/2020,14091,,,,,,,,,,,,,,,,,,,,
6/17/2020,11909,,,,,,,,,,,,,,,,,,,,
6/17/2020,8273,,,,,,,,,,,,,,,,,,,,
6/18/2020,44,,,,,,,,,,,,,,,,,,,,
6/18/2020,7071,,,,,,,,,,,,,,,,,,,,
6/18/2020,99,,,,,,,,,,,,,,,,,,,,
6/18/2020,4605,,,,,,,,,,,,,,,,,,,,
6/18/2020,6942,,,,,,,,,,,,,,,,,,,,
6/18/2020,368,,,,,,,,,,,,,,,,,,,,
6/18/2020,1864,,,,,,,,,,,,,,,,,,,,
6/18/2020,57,,,,,,,,,,,,,,,,,,,,
6/18/2020,47102,,,,,,,,,,,,,,,,,,,,
6/18/2020,656,,,,,,,,,,,,,,,,,,,,
6/18/2020,25093,,,,,,,,,,,,,,,,,,,,
6/18/2020,8832,,,,,,,,,,,,,,,,,,,,
6/18/2020,569,,,,,,,,,,,,,,,,,,,,
6/18/2020,5406,,,,,,,,,,,,,,,,,,,,
6/18/2020,1895,,,,,,,,,,,,,,,,,,,,
6/18/2020,7734,,,,,,,,,,,,,,,,,,,,
6/18/2020,2697,,,,,,,,,,,,,,,,,,,,
6/18/2020,687,,,,,,,,,,,,,,,,,,,,
6/18/2020,11244,,,,,,,,,,,,,,,,,,,,
6/18/2020,116752,,,,,,,,,,,,,,,,,,,,
6/18/2020,552,,,,,,,,,,,,,,,,,,,,
6/18/2020,44,,,,,,,,,,,,,,,,,,,,
6/18/2020,121,,,,,,,,,,,,,,,,,,,,
6/18/2020,193,,,,,,,,,,,,,,,,,,,,
6/18/2020,4338,,,,,,,,,,,,,,,,,,,,
6/18/2020,245,,,,,,,,,,,,,,,,,,,,
6/18/2020,3497,,,,,,,,,,,,,,,,,,,,
6/18/2020,13542,,,,,,,,,,,,,,,,,,,,
6/18/2020,70,,,,,,,,,,,,,,,,,,,,
6/18/2020,50193,,,,,,,,,,,,,,,,,,,,
6/18/2020,5675,,,,,,,,,,,,,,,,,,,,
6/18/2020,1135,,,,,,,,,,,,,,,,,,,,
6/18/2020,2023,,,,,,,,,,,,,,,,,,,,
6/18/2020,14598,,,,,,,,,,,,,,,,,,,,
6/18/2020,12300,,,,,,,,,,,,,,,,,,,,
6/18/2020,8703,,,,,,,,,,,,,,,,,,,,
6/19/2020,44,,,,,,,,,,,,,,,,,,,,
6/19/2020,7518,,,,,,,,,,,,,,,,,,,,
6/19/2020,103,,,,,,,,,,,,,,,,,,,,
6/19/2020,4777,,,,,,,,,,,,,,,,,,,,
6/19/2020,7025,,,,,,,,,,,,,,,,,,,,
6/19/2020,374,,,,,,,,,,,,,,,,,,,,
6/19/2020,1946,,,,,,,,,,,,,,,,,,,,
6/19/2020,58,,,,,,,,,,,,,,,,,,,,
6/19/2020,49979,,,,,,,,,,,,,,,,,,,,
6/19/2020,705,,,,,,,,,,,,,,,,,,,,
6/19/2020,25601,,,,,,,,,,,,,,,,,,,,
6/19/2020,9218,,,,,,,,,,,,,,,,,,,,
6/19/2020,595,,,,,,,,,,,,,,,,,,,,
6/19/2020,5555,,,,,,,,,,,,,,,,,,,,
6/19/2020,1920,,,,,,,,,,,,,,,,,,,,
6/19/2020,7944,,,,,,,,,,,,,,,,,,,,
6/19/2020,2794,,,,,,,,,,,,,,,,,,,,
6/19/2020,687,,,,,,,,,,,,,,,,,,,,
6/19/2020,11426,,,,,,,,,,,,,,,,,,,,
6/19/2020,120504,,,,,,,,,,,,,,,,,,,,
6/19/2020,606,,,,,,,,,,,,,,,,,,,,
6/19/2020,44,,,,,,,,,,,,,,,,,,,,
6/19/2020,130,,,,,,,,,,,,,,,,,,,,
6/19/2020,193,,,,,,,,,,,,,,,,,,,,
6/19/2020,4512,,,,,,,,,,,,,,,,,,,,
6/19/2020,271,,,,,,,,,,,,,,,,,,,,
6/19/2020,3615,,,,,,,,,,,,,,,,,,,,
6/19/2020,13857,,,,,,,,,,,,,,,,,,,,
6/19/2020,70,,,,,,,,,,,,,,,,,,,,
6/19/2020,52334,,,,,,,,,,,,,,,,,,,,
6/19/2020,6027,,,,,,,,,,,,,,,,,,,,
6/19/2020,1155,,,,,,,,,,,,,,,,,,,,
6/19/2020,2102,,,,,,,,,,,,,,,,,,,,
6/19/2020,15181,,,,,,,,,,,,,,,,,,,,
6/19/2020,12735,,,,,,,,,,,,,,,,,,,,
6/19/2020,8927,,,,,,,,,,,,,,,,,,,,
6/20/2020,45,,,,,,,,,,,,,,,,,,,,
6/20/2020,7961,,,,,,,,,,,,,,,,,,,,
6/20/2020,103,,,,,,,,,,,,,,,,,,,,
6/20/2020,4904,,,,,,,,,,,,,,,,,,,,
6/20/2020,7181,,,,,,,,,,,,,,,,,,,,
6/20/2020,381,,,,,,,,,,,,,,,,,,,,
6/20/2020,2028,,,,,,,,,,,,,,,,,,,,
6/20/2020,62,,,,,,,,,,,,,,,,,,,,
6/20/2020,53116,,,,,,,,,,,,,,,,,,,,
6/20/2020,725,,,,,,,,,,,,,,,,,,,,
6/20/2020,26141,,,,,,,,,,,,,,,,,,,,
6/20/2020,9743,,,,,,,,,,,,,,,,,,,,
6/20/2020,619,,,,,,,,,,,,,,,,,,,,
6/20/2020,5680,,,,,,,,,,,,,,,,,,,,
6/20/2020,1965,,,,,,,,,,,,,,,,,,,,
6/20/2020,8281,,,,,,,,,,,,,,,,,,,,
6/20/2020,2912,,,,,,,,,,,,,,,,,,,,
6/20/2020,744,,,,,,,,,,,,,,,,,,,,
6/20/2020,11582,,,,,,,,,,,,,,,,,,,,
6/20/2020,124331,,,,,,,,,,,,,,,,,,,,
6/20/2020,681,,,,,,,,,,,,,,,,,,,,
6/20/2020,44,,,,,,,,,,,,,,,,,,,,
6/20/2020,130,,,,,,,,,,,,,,,,,,,,
6/20/2020,198,,,,,,,,,,,,,,,,,,,,
6/20/2020,4677,,,,,,,,,,,,,,,,,,,,
6/20/2020,286,,,,,,,,,,,,,,,,,,,,
6/20/2020,3832,,,,,,,,,,,,,,,,,,,,
6/20/2020,14156,,,,,,,,,,,,,,,,,,,,
6/20/2020,70,,,,,,,,,,,,,,,,,,,,
6/20/2020,54449,,,,,,,,,,,,,,,,,,,,
6/20/2020,6526,,,,,,,,,,,,,,,,,,,,
6/20/2020,1178,,,,,,,,,,,,,,,,,,,,
6/20/2020,2177,,,,,,,,,,,,,,,,,,,,
6/20/2020,15785,,,,,,,,,,,,,,,,,,,,
6/20/2020,13090,,,,,,,,,,,,,,,,,,,,
6/20/2020,9265,,,,,,,,,,,,,,,,,,,,
6/21/2020,47,,,,,,,,,,,,,,,,,,,,
6/21/2020,8452,,,,,,,,,,,,,,,,,,,,
6/21/2020,135,,,,,,,,,,,,,,,,,,,,
6/21/2020,4904,,,,,,,,,,,,,,,,,,,,
6/21/2020,7533,,,,,,,,,,,,,,,,,,,,
6/21/2020,404,,,,,,,,,,,,,,,,,,,,
6/21/2020,2041,,,,,,,,,,,,,,,,,,,,
6/21/2020,68,,,,,,,,,,,,,,,,,,,,
6/21/2020,56746,,,,,,,,,,,,,,,,,,,,
6/21/2020,754,,,,,,,,,,,,,,,,,,,,
6/21/2020,26680,,,,,,,,,,,,,,,,,,,,
6/21/2020,10223,,,,,,,,,,,,,,,,,,,,
6/21/2020,656,,,,,,,,,,,,,,,,,,,,
6/21/2020,5834,,,,,,,,,,,,,,,,,,,,
6/21/2020,1965,,,,,,,,,,,,,,,,,,,,
6/21/2020,8697,,,,,,,,,,,,,,,,,,,,
6/21/2020,3039,,,,,,,,,,,,,,,,,,,,
6/21/2020,836,,,,,,,,,,,,,,,,,,,,
6/21/2020,11724,,,,,,,,,,,,,,,,,,,,
6/21/2020,128205,,,,,,,,,,,,,,,,,,,,
6/21/2020,777,,,,,,,,,,,,,,,,,,,,
6/21/2020,44,,,,,,,,,,,,,,,,,,,,
6/21/2020,140,,,,,,,,,,,,,,,,,,,,
6/21/2020,201,,,,,,,,,,,,,,,,,,,,
6/21/2020,4856,,,,,,,,,,,,,,,,,,,,
6/21/2020,286,,,,,,,,,,,,,,,,,,,,
6/21/2020,3952,,,,,,,,,,,,,,,,,,,,
6/21/2020,14536,,,,,,,,,,,,,,,,,,,,
6/21/2020,70,,,,,,,,,,,,,,,,,,,,
6/21/2020,56845,,,,,,,,,,,,,,,,,,,,
6/21/2020,7072,,,,,,,,,,,,,,,,,,,,
6/21/2020,1186,,,,,,,,,,,,,,,,,,,,
6/21/2020,2301,,,,,,,,,,,,,,,,,,,,
6/21/2020,16594,,,,,,,,,,,,,,,,,,,,
6/21/2020,13531,,,,,,,,,,,,,,,,,,,,
